0	200
2	1
7	2
10	2
13	3
14	3
16	4
17	1
18	3
19	5
20	6
21	10
22	6
23	2
24	2
25	6
26	3
27	4
28	4
29	4
30	5
31	4
32	2
33	5
34	5
35	2
36	11
37	7
38	13
39	4
40	10
41	2
42	9
44	6
45	6
46	3
47	9
48	4
50	18
52	12
53	2
54	4
55	14
56	4
57	10
58	2
59	3
60	6
61	9
62	4
63	7
64	4
65	6
66	11
68	13
69	1
70	5
71	4
72	6
73	8
74	1
75	3
76	5
77	3
78	5
79	1
81	1
83	2
84	4
86	2
87	1
88	4
89	4
90	2
94	5
100	5
