0	4
5	1
14	1
15	1
16	1
18	1
19	1
20	1
21	2
22	4
23	1
25	1
26	2
27	2
28	2
29	2
30	1
32	2
33	1
34	3
35	2
36	2
38	3
40	2
42	4
44	2
45	1
46	1
47	4
48	1
50	8
52	5
54	1
55	4
56	1
57	2
59	1
60	2
61	2
62	2
63	3
65	2
66	3
68	5
70	1
71	1
73	2
75	1
76	1
77	1
78	3
81	1
83	1
84	2
88	1
89	2
94	2
100	1
